24664,26362
24668,26375
24669,26376
24675,26388
24680,26401
24688,26411
24688,26422
24692,26431
24697,26443
24698,26446
24699,26444
24692,26433
24687,26432
24697,26438
24701,26454
24712,26473
24725,26505
24748,26554
24768,26606
24785,26646
24790,26667
24795,26668
24794,26672
24798,26676
24792,26673
24788,26660
24784,26646
24783,26646
24781,26646
24786,26652
24789,26665
24803,26690
24815,26713
24826,26739
24835,26760
24840,26766
24828,26750
24824,26734
24816,26729
24822,26738
24824,26743
24826,26749
24833,26764
24838,26774
24838,26776
24832,26761
24820,26744
24811,26733
24814,26736
24815,26738
24817,26740
24820,26749
24825,26755
24834,26765
24835,26771
24836,26775
24837,26773
24832,26763
24828,26759
24827,26748
24823,26732
24818,26720
24814,26714
24817,26714
24822,26720
24820,26717
24814,26710
24816,26701
24809,26687
24805,26679
24799,26678
24808,26687
24804,26683
24801,26672
24795,26656
24795,26661
24804,26683
24824,26717
24842,26759
24857,26793
24867,26820
24874,26831
24876,26838
24877,26833
24871,26821
24877,26825
24883,26841
24893,26859
24902,26877
24906,26892
24910,26893
24897,26875
24886,26833
24862,26786
24845,26748
24842,26740
24848,26755
24863,26786
24886,26840
24912,26899
24930,26951
24941,26987
24953,27008
24957,27018
24955,27010
24947,26993
24944,26991
24949,26999
24950,27006
24953,27013
24958,27035
24968,27050
24973,27063
24978,27080
24982,27098
24990,27107
24992,27122
25002,27140
25015,27172
25030,27206
25041,27232
25049,27245
25051,27249
25050,27250
25049,27247
25055,27258
25063,27271
25067,27287
25074,27301
24863,26786
24886,26840
24912,26899
24930,26951
25099,27355
25095,27350
25094,27345
25086,27331
25083,27321
25083,27317
25078,27308
25071,27297
25069,27277
25062,27262
25050,27238
25043,27211
25031,27186
25023,27172
25019,27167
25022,27172
25025,27176
25026,27176
25028,27174
25027,27171
25020,27166
25018,27163
25020,27164
25022,27168
25027,27179
25030,27188
25034,27199
25040,27204
25040,27212
25041,27222
25048,27227
25046,27228
25046,27228
25045,27228
25042,27220
25037,27217
25033,27212
25031,27209
25034,27202
25034,27206
25039,27213
25041,27218
25041,27222
25041,27223
25041,27222
25038,27222
25038,27215
25039,27219
25037,27221
25042,27225
25044,27227
25048,27230
25049,27237
25050,27240
25052,27244
25051,27246
25046,27239
25044,27234
25036,27221
25036,27206
25030,27197
25028,27191
25030,27195
25030,27194
25025,27188
25021,27183
25018,27172
25010,27159
25007,27150
25007,27150
25010,27159
25020,27183
25028,27208
25034,27224
25031,27228
25036,27232
25040,27238
25040,27238
25036,27234
25031,27224
25025,27208
25020,27193
25014,27183
25015,27178
25011,27171
25010,27162
25009,27164
25018,27168
25017,27167
25012,27153
25001,27131
24988,27100
24975,27072
24964,27041
24956,27029
24958,27038
24973,27061
24983,27090
24994,27113
25003,27125
25007,27137
25003,27138
25001,27129
24999,27126
24992,27112
24982,27093
24972,27073
24972,27067
24975,27076
24984,27091
24985,27102
24981,27084
24959,27041
24936,26996
24925,26972
24926,26976
24931,26981
24944,27006
24953,27032
24957,27033
24949,27022
24934,26993
24926,26976
24921,26968
24922,26969
24929,26988
24942,27011
24953,27034
24952,27039
24947,27020
24934,26999
24923,26973
24916,26963
24918,26968
24927,26988
24936,27016
24945,27039
24949,27044
24940,27031
24934,27018
24934,27009
24931,26999
24930,27002
24934,27013
24937,27019
24941,27022
24944,27025
24944,27033
24951,27046
24957,27055
24957,27062
24962,27065
24965,27057
24960,27044
24954,27026
24938,27003
24936,26984
24933,26975
24934,26976
24935,26977
24936,26974
24930,26967
24924,26953
24922,26948
24927,26957
24936,26984
24952,27019
24966,27051
24971,27070
24974,27078
24983,27092
24992,27120
25011,27147
25024,27186
25036,27218
25042,27230
25038,27226
25034,27218
25029,27212
25027,27199
25021,27190
25020,27188
25028,27197
25031,27210
25034,27214
25034,27214
25032,27214
25033,27212
25030,27204
25023,27192
25023,27196
25025,27200
25031,27207
25034,27212
25037,27221
25036,27223
25040,27231
25046,27239
25049,27242
25044,27239
25047,27233
25041,27226
25036,27211
25033,27208
25041,27219
25047,27238
25053,27251
25057,27266
25060,27263
25051,27257
25041,27235
25030,27215
25030,27216
25030,27222
25033,27230
25041,27244
25048,27261
25053,27267
25043,27252
25028,27220
25011,27189
25004,27168
25006,27170
25010,27172
25007,27168
25007,27153
25000,27148
25003,27151
25010,27164
25021,27184
25035,27212
25048,27248
25067,27281
25074,27302
25080,27310
25075,27310
25072,27304
25066,27293
25059,27281
25055,27278
25065,27293
25077,27317
25091,27346
25095,27365
25106,27377
25110,27392
25119,27409
25124,27417
25123,27424
25127,27426
25124,27422
25122,27407
25109,27390
25104,27371
25105,27366
25104,27360
25104,27358
25105,27360
25103,27357
25097,27350
25089,27327
25080,27308
25072,27292
25071,27285
25070,27287
25073,27298
25080,27314
25088,27332
25095,27353
25101,27367
25102,27372
25100,27374
25103,27371
25102,27374
25105,27375
25101,27372
25098,27362
25087,27350
